aircraftRegistration,aircraftType,arrivalCity,carrierCode,consumerHost,departureCity,destination,flightNumber,movementType,operatingAirlineCode,operationalSuffix,origin,serviceType,timeOriginType,timeType,endRange,startRange,call_parameters,totalPages,totalFlights,nb_of_pages_already_retrieved,completion,response,timestamp,message
,,,,,,TIV,,,,,BEG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TIV&origin=BEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=TIV&origin=BEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=TIV&origin=BEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=TIV&origin=BEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=2.0&totalFlights=153.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-04T12:05:54.360538&totalPages=2.0&totalFlights=153.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-04T12:05:54.360538&totalPages=2.0&totalFlights=153.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&timestamp=2025-11-04T12:05:54.360538,2.0,153.0,2.0,100.0,<Response [200]>,2025-11-04T12:05:54.360538,
,,,,,,VAR,,,,,BEG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=VAR&origin=BEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=VAR&origin=BEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=VAR&origin=BEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=VAR&origin=BEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=1.0&totalFlights=66.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>&totalPages=1.0&totalFlights=66.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>&totalPages=1.0&totalFlights=66.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>,1.0,66.0,1.0,100.0,<Response [200]>,,
,,,,,,AMS,,,,,BER,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=BER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=BER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=BER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=BER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=13.0&totalFlights=1246.0&nb_of_pages_already_retrieved=13.0&completion=100.0&response=<Response [200]>&totalPages=13.0&totalFlights=1246.0&nb_of_pages_already_retrieved=13.0&completion=100.0&response=<Response [200]>&totalPages=13.0&totalFlights=1246.0&nb_of_pages_already_retrieved=13.0&completion=100.0&response=<Response [200]>,13.0,1246.0,13.0,100.0,<Response [200]>,,
,,,,,,CDG,,,,,BER,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=BER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=11.0&totalFlights=1055.0&nb_of_pages_already_retrieved=11.0&completion=100.0&response=<Response [200]>&totalPages=11.0&totalFlights=1055.0&nb_of_pages_already_retrieved=11.0&completion=100.0&response=<Response [200]>&totalPages=11.0&totalFlights=1055.0&nb_of_pages_already_retrieved=11.0&completion=100.0&response=<Response [200]>,11.0,1055.0,11.0,100.0,<Response [200]>,,
,,,,,,ORY,,,,,BER,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=BER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ORY&origin=BER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ORY&origin=BER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ORY&origin=BER&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=7.0&totalFlights=681.0&nb_of_pages_already_retrieved=7.0&completion=100.0&response=<Response [200]>&totalPages=7.0&totalFlights=681.0&nb_of_pages_already_retrieved=7.0&completion=100.0&response=<Response [200]>&totalPages=7.0&totalFlights=681.0&nb_of_pages_already_retrieved=7.0&completion=100.0&response=<Response [200]>,7.0,681.0,7.0,100.0,<Response [200]>,,
,,,,,,CDG,,,,,BES,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=BES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=6.0&totalFlights=584.0&nb_of_pages_already_retrieved=6.0&completion=100.0&response=<Response [200]>&totalPages=6.0&totalFlights=584.0&nb_of_pages_already_retrieved=6.0&completion=100.0&response=<Response [200]>&totalPages=6.0&totalFlights=584.0&nb_of_pages_already_retrieved=6.0&completion=100.0&response=<Response [200]>,6.0,584.0,6.0,100.0,<Response [200]>,,
,,,,,,LYS,,,,,BES,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LYS&origin=BES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=LYS&origin=BES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=LYS&origin=BES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=LYS&origin=BES&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=3.0&totalFlights=237.0&nb_of_pages_already_retrieved=3.0&completion=100.0&response=<Response [200]>&totalPages=3.0&totalFlights=237.0&nb_of_pages_already_retrieved=3.0&completion=100.0&response=<Response [200]>&totalPages=3.0&totalFlights=237.0&nb_of_pages_already_retrieved=3.0&completion=100.0&response=<Response [200]>,3.0,237.0,3.0,100.0,<Response [200]>,,
,,,,,,AMS,,,,,BFS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=BFS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=BFS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=BFS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=BFS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=2.0&totalFlights=106.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&totalPages=2.0&totalFlights=106.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&totalPages=2.0&totalFlights=106.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>,2.0,106.0,2.0,100.0,<Response [200]>,,
,,,,,,CDG,,,,,BFS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=BFS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BFS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BFS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BFS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=2.0&totalFlights=129.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&totalPages=2.0&totalFlights=129.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&totalPages=2.0&totalFlights=129.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>,2.0,129.0,2.0,100.0,<Response [200]>,,
,,,,,,ABZ,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ABZ&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ABZ&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ABZ&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ABZ&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=2.0&totalFlights=131.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&totalPages=2.0&totalFlights=131.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&totalPages=2.0&totalFlights=131.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>,2.0,131.0,2.0,100.0,<Response [200]>,,
,,,,,,AES,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AES&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AES&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AES&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AES&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=5.0&totalFlights=448.0&nb_of_pages_already_retrieved=5.0&completion=100.0&response=<Response [200]>&totalPages=5.0&totalFlights=448.0&nb_of_pages_already_retrieved=5.0&completion=100.0&response=<Response [200]>&totalPages=5.0&totalFlights=448.0&nb_of_pages_already_retrieved=5.0&completion=100.0&response=<Response [200]>,5.0,448.0,5.0,100.0,<Response [200]>,,
,,,,,,AMS,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=7.0&totalFlights=619.0&nb_of_pages_already_retrieved=7.0&completion=100.0&response=<Response [200]>&totalPages=7.0&totalFlights=619.0&nb_of_pages_already_retrieved=7.0&completion=100.0&response=<Response [200]>&totalPages=7.0&totalFlights=619.0&nb_of_pages_already_retrieved=7.0&completion=100.0&response=<Response [200]>,7.0,619.0,7.0,100.0,<Response [200]>,,
,,,,,,ARN,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ARN&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ARN&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ARN&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=ARN&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=2.0&totalFlights=126.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&totalPages=2.0&totalFlights=126.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&totalPages=2.0&totalFlights=126.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>,2.0,126.0,2.0,100.0,<Response [200]>,,
,,,,,,BOO,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BOO&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=BOO&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=BOO&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=BOO&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=5.0&totalFlights=454.0&nb_of_pages_already_retrieved=5.0&completion=100.0&response=<Response [200]>&totalPages=5.0&totalFlights=454.0&nb_of_pages_already_retrieved=5.0&completion=100.0&response=<Response [200]>&totalPages=5.0&totalFlights=454.0&nb_of_pages_already_retrieved=5.0&completion=100.0&response=<Response [200]>,5.0,454.0,5.0,100.0,<Response [200]>,,
,,,,,,CDG,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=2.0&totalFlights=199.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&totalPages=2.0&totalFlights=199.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>&totalPages=2.0&totalFlights=199.0&nb_of_pages_already_retrieved=2.0&completion=100.0&response=<Response [200]>,2.0,199.0,2.0,100.0,<Response [200]>,,
,,,,,,CPH,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CPH&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CPH&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CPH&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CPH&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=7.0&totalFlights=605.0&nb_of_pages_already_retrieved=7.0&completion=100.0&response=<Response [200]>&totalPages=7.0&totalFlights=605.0&nb_of_pages_already_retrieved=7.0&completion=100.0&response=<Response [200]>&totalPages=7.0&totalFlights=605.0&nb_of_pages_already_retrieved=7.0&completion=100.0&response=<Response [200]>,7.0,605.0,7.0,100.0,<Response [200]>,,
,,,,,,GOT,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GOT&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=GOT&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=GOT&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=GOT&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=1.0&totalFlights=54.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>&totalPages=1.0&totalFlights=54.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>&totalPages=1.0&totalFlights=54.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>,1.0,54.0,1.0,100.0,<Response [200]>,,
,,,,,,HAU,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=HAU&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=HAU&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=HAU&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=HAU&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=3.0&totalFlights=232.0&nb_of_pages_already_retrieved=3.0&completion=100.0&response=<Response [200]>&totalPages=3.0&totalFlights=232.0&nb_of_pages_already_retrieved=3.0&completion=100.0&response=<Response [200]>&totalPages=3.0&totalFlights=232.0&nb_of_pages_already_retrieved=3.0&completion=100.0&response=<Response [200]>,3.0,232.0,3.0,100.0,<Response [200]>,,
,,,,,,KRS,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=KRS&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=KRS&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=KRS&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=KRS&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=5.0&totalFlights=411.0&nb_of_pages_already_retrieved=5.0&completion=100.0&response=<Response [200]>&totalPages=5.0&totalFlights=411.0&nb_of_pages_already_retrieved=5.0&completion=100.0&response=<Response [200]>&totalPages=5.0&totalFlights=411.0&nb_of_pages_already_retrieved=5.0&completion=100.0&response=<Response [200]>,5.0,411.0,5.0,100.0,<Response [200]>,,
,,,,,,KSU,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=KSU&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=KSU&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=KSU&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=KSU&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=4.0&totalFlights=308.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>&totalPages=4.0&totalFlights=308.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>&totalPages=4.0&totalFlights=308.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>,4.0,308.0,4.0,100.0,<Response [200]>,,
,,,,,,OSL,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OSL&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=OSL&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=OSL&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=OSL&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=10.0&totalFlights=971.0&nb_of_pages_already_retrieved=10.0&completion=100.0&response=<Response [200]>&totalPages=10.0&totalFlights=971.0&nb_of_pages_already_retrieved=10.0&completion=100.0&response=<Response [200]>&totalPages=10.0&totalFlights=971.0&nb_of_pages_already_retrieved=10.0&completion=100.0&response=<Response [200]>,10.0,971.0,10.0,100.0,<Response [200]>,,
,,,,,,SVG,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SVG&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=SVG&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=SVG&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=SVG&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=5.0&totalFlights=431.0&nb_of_pages_already_retrieved=5.0&completion=100.0&response=<Response [200]>&totalPages=5.0&totalFlights=431.0&nb_of_pages_already_retrieved=5.0&completion=100.0&response=<Response [200]>&totalPages=5.0&totalFlights=431.0&nb_of_pages_already_retrieved=5.0&completion=100.0&response=<Response [200]>,5.0,431.0,5.0,100.0,<Response [200]>,,
,,,,,,TOS,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TOS&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=TOS&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=TOS&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=TOS&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=4.0&totalFlights=323.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>&totalPages=4.0&totalFlights=323.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>&totalPages=4.0&totalFlights=323.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>,4.0,323.0,4.0,100.0,<Response [200]>,,
,,,,,,TRD,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TRD&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=TRD&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=TRD&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=TRD&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=7.0&totalFlights=617.0&nb_of_pages_already_retrieved=7.0&completion=100.0&response=<Response [200]>&totalPages=7.0&totalFlights=617.0&nb_of_pages_already_retrieved=7.0&completion=100.0&response=<Response [200]>&totalPages=7.0&totalFlights=617.0&nb_of_pages_already_retrieved=7.0&completion=100.0&response=<Response [200]>,7.0,617.0,7.0,100.0,<Response [200]>,,
,,,,,,TRF,,,,,BGO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TRF&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=TRF&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=TRF&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=TRF&origin=BGO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=4.0&totalFlights=391.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>&totalPages=4.0&totalFlights=391.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>&totalPages=4.0&totalFlights=391.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>,4.0,391.0,4.0,100.0,<Response [200]>,,
,,,,,,AMS,,,,,BHD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=BHD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=BHD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=BHD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=BHD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=4.0&totalFlights=304.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>&totalPages=4.0&totalFlights=304.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>&totalPages=4.0&totalFlights=304.0&nb_of_pages_already_retrieved=4.0&completion=100.0&response=<Response [200]>,4.0,304.0,4.0,100.0,<Response [200]>,,
,,,,,,AMS,,,,,BHX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=BHX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=BHX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=BHX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=AMS&origin=BHX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=10.0&totalFlights=949.0&nb_of_pages_already_retrieved=10.0&completion=100.0&response=<Response [200]>&totalPages=10.0&totalFlights=949.0&nb_of_pages_already_retrieved=10.0&completion=100.0&response=<Response [200]>&totalPages=10.0&totalFlights=949.0&nb_of_pages_already_retrieved=10.0&completion=100.0&response=<Response [200]>,10.0,949.0,10.0,100.0,<Response [200]>,,
,,,,,,CDG,,,,,BHX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=BHX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BHX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BHX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BHX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=7.0&totalFlights=694.0&nb_of_pages_already_retrieved=7.0&completion=100.0&response=<Response [200]>&totalPages=7.0&totalFlights=694.0&nb_of_pages_already_retrieved=7.0&completion=100.0&response=<Response [200]>&totalPages=7.0&totalFlights=694.0&nb_of_pages_already_retrieved=7.0&completion=100.0&response=<Response [200]>,7.0,694.0,7.0,100.0,<Response [200]>,,
,,,,,,CDG,,,,,BIA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=BIA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BIA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BIA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&call_parameters=destination=CDG&origin=BIA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z&totalPages=1.0&totalFlights=13.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>&totalPages=1.0&totalFlights=13.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>&totalPages=1.0&totalFlights=13.0&nb_of_pages_already_retrieved=1.0&completion=100.0&response=<Response [200]>,1.0,13.0,1.0,100.0,<Response [200]>,,
